,userid,learning_seq,mcode,learning_action_seq,event_type,action,object_type,timestamp,gender,grade,memberstatus,memberstatus_change,day_01_status,day_02_status,day_03_status,day_04_status,day_05_status,day_06_status,day_07_status,day_08_status,day_09_status,day_10_status,day_11_status,day_12_status,day_13_status,day_14_status,day_15_status,day_16_status,day_17_status,day_18_status,day_19_status,day_20_status,day_21_status,day_22_status,day_23_status,day_24_status,day_25_status,day_26_status,day_27_status,day_28_status,day_29_status,day_30_status,day_31_status,change_date
6338,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0TE52U01003,1,ViewEvent,Viewed,DigitalResource,2022-09-14 23:28:53.150,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6339,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0TE52U01003,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:30:09.481,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6340,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0TE52U01003,3,ViewEvent,Viewed,DigitalResource,2022-09-14 23:30:09.604,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6341,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0TE52U01003,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:30:43.752,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6342,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0TE52U01003,5,ViewEvent,Viewed,DigitalResource,2022-09-14 23:30:43.883,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6343,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,1,ViewEvent,Viewed,DigitalResource,2022-09-14 23:34:54.404,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6344,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:35:09.916,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6345,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,3,ViewEvent,Viewed,DigitalResource,2022-09-14 23:35:10.085,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6346,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:35:22.575,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6347,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,5,MediaEvent,Started,VideoObject,2022-09-14 23:35:23.368,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6348,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,6,MediaEvent,JumpedTo,VideoObject,2022-09-14 23:35:23.368,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6349,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,7,MediaEvent,Ended,VideoObject,2022-09-14 23:35:23.368,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6352,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,10,MediaEvent,Ended,VideoObject,2022-09-14 23:35:40.189,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6350,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,8,MediaEvent,JumpedTo,VideoObject,2022-09-14 23:35:40.189,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6351,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,9,MediaEvent,Started,VideoObject,2022-09-14 23:35:40.189,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6353,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,11,ViewEvent,Viewed,DigitalResource,2022-09-14 23:35:45.975,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6354,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,12,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:36:40.134,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6355,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,13,ViewEvent,Viewed,DigitalResource,2022-09-14 23:36:40.322,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6356,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,14,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:37:10.028,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6357,01cf7916-eb98-4d30-8c81-dd52aa5be060,2,T0ME52U21009,15,ViewEvent,Viewed,DigitalResource,2022-09-14 23:37:10.462,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6367,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,1,ViewEvent,Viewed,DigitalResource,2022-09-14 23:39:59.469,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6368,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:40:25.161,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6369,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,3,ViewEvent,Viewed,DigitalResource,2022-09-14 23:40:25.270,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6370,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:40:33.581,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6371,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,5,ViewEvent,Viewed,DigitalResource,2022-09-14 23:40:33.665,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6372,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,6,MediaEvent,JumpedTo,VideoObject,2022-09-14 23:40:41.347,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6373,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,7,MediaEvent,Started,VideoObject,2022-09-14 23:40:41.347,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6374,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,8,MediaEvent,Ended,VideoObject,2022-09-14 23:40:41.347,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6375,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,9,ViewEvent,Viewed,DigitalResource,2022-09-14 23:40:47.312,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6376,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,10,MediaEvent,Started,VideoObject,2022-09-14 23:41:09.948,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6377,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,11,MediaEvent,Ended,VideoObject,2022-09-14 23:41:09.948,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6378,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,12,MediaEvent,JumpedTo,VideoObject,2022-09-14 23:41:09.948,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6379,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,13,ViewEvent,Viewed,DigitalResource,2022-09-14 23:41:55.822,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6380,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,14,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:42:24.228,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6381,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,15,ViewEvent,Viewed,DigitalResource,2022-09-14 23:42:24.370,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6382,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,16,NavigationEvent,NavigatedTo,DigitalResource,2022-09-14 23:42:50.699,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6383,01cf7916-eb98-4d30-8c81-dd52aa5be060,3,T0KE52U02006,17,ViewEvent,Viewed,DigitalResource,2022-09-14 23:42:51.031,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6358,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,1,ViewEvent,Viewed,DigitalResource,2022-09-15 18:13:56.814,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6359,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-15 18:14:01.054,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6360,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,3,MediaEvent,Started,VideoObject,2022-09-15 18:14:02.172,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6361,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,4,MediaEvent,JumpedTo,VideoObject,2022-09-15 18:14:02.172,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6362,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,5,MediaEvent,Ended,VideoObject,2022-09-15 18:14:02.172,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6363,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,6,MediaEvent,Started,VideoObject,2022-09-15 18:14:05.190,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6364,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,7,MediaEvent,JumpedTo,VideoObject,2022-09-15 18:14:05.190,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6365,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,8,MediaEvent,Ended,VideoObject,2022-09-15 18:14:05.190,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
6366,01cf7916-eb98-4d30-8c81-dd52aa5be060,1,T0XE52U01010,9,ViewEvent,Viewed,DigitalResource,2022-09-15 18:14:06.959,M,5,44,"11,44",11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,44,44,44,44,44,44,999,25
3738,076bf224-16b8-48ca-b646-752a771b1dcc,1,T0UE90U11001,1,MediaEvent,Started,VideoObject,2022-09-16 16:42:48.588,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3739,076bf224-16b8-48ca-b646-752a771b1dcc,1,T0UE90U11001,2,MediaEvent,Ended,VideoObject,2022-09-16 16:42:48.588,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3740,076bf224-16b8-48ca-b646-752a771b1dcc,1,T0UE90U11001,3,MediaEvent,Started,VideoObject,2022-09-16 16:42:57.430,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3636,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,1,ViewEvent,Viewed,DigitalResource,2022-09-16 16:46:27.645,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3637,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 16:46:38.271,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3638,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,3,ViewEvent,Viewed,DigitalResource,2022-09-16 16:46:38.450,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3639,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 16:47:55.159,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3640,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,5,ViewEvent,Viewed,DigitalResource,2022-09-16 16:47:55.343,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3641,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,6,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 16:48:52.265,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3642,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,7,ViewEvent,Viewed,DigitalResource,2022-09-16 16:48:52.460,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3643,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,8,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 16:49:33.699,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3644,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,9,ViewEvent,Viewed,DigitalResource,2022-09-16 16:49:33.860,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3645,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,10,ViewEvent,Viewed,DigitalResource,2022-09-16 16:51:08.262,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3646,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,11,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 16:51:17.794,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3647,076bf224-16b8-48ca-b646-752a771b1dcc,2,T9EE51U71001,12,ViewEvent,Viewed,DigitalResource,2022-09-16 16:51:17.966,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3679,076bf224-16b8-48ca-b646-752a771b1dcc,3,T0ME52U21097,1,ViewEvent,Viewed,DigitalResource,2022-09-16 19:25:14.835,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3823,076bf224-16b8-48ca-b646-752a771b1dcc,4,T0XE52U01016,1,ViewEvent,Viewed,DigitalResource,2022-09-16 19:29:53.482,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3824,076bf224-16b8-48ca-b646-752a771b1dcc,4,T0XE52U01016,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 19:29:56.785,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3825,076bf224-16b8-48ca-b646-752a771b1dcc,4,T0XE52U01016,3,ViewEvent,Viewed,DigitalResource,2022-09-16 19:29:56.947,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3784,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,1,ViewEvent,Viewed,DigitalResource,2022-09-16 19:31:17.638,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3785,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 19:31:58.768,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3786,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,3,MediaEvent,ChangedVolume,VideoObject,2022-09-16 19:31:59.602,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3787,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,4,MediaEvent,ChangedVolume,VideoObject,2022-09-16 19:31:59.602,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3788,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,5,MediaEvent,Started,VideoObject,2022-09-16 19:31:59.602,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3789,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,6,MediaEvent,ChangedVolume,VideoObject,2022-09-16 19:31:59.602,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3790,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,7,MediaEvent,ChangedVolume,VideoObject,2022-09-16 19:31:59.602,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3791,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,8,MediaEvent,ChangedVolume,VideoObject,2022-09-16 19:31:59.602,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3792,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,9,MediaEvent,Ended,VideoObject,2022-09-16 19:31:59.602,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3793,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,10,ViewEvent,Viewed,DigitalResource,2022-09-16 19:33:12.296,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3794,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,11,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 19:33:33.338,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3795,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,12,MediaEvent,Started,VideoObject,2022-09-16 19:33:33.955,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3796,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,13,MediaEvent,Ended,VideoObject,2022-09-16 19:33:33.955,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3797,076bf224-16b8-48ca-b646-752a771b1dcc,5,T0XE52U01016,14,ViewEvent,Viewed,DigitalResource,2022-09-16 19:34:43.259,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3741,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,1,ViewEvent,Viewed,DigitalResource,2022-09-16 19:35:18.824,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3742,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 19:36:51.294,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3743,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,3,MediaEvent,Started,VideoObject,2022-09-16 19:36:51.926,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3744,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,4,MediaEvent,Ended,VideoObject,2022-09-16 19:36:51.926,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3745,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,5,ViewEvent,Viewed,DigitalResource,2022-09-16 19:37:48.165,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3746,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,6,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 19:41:05.221,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3747,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,7,MediaEvent,Started,VideoObject,2022-09-16 19:41:05.910,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3748,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,8,MediaEvent,Ended,VideoObject,2022-09-16 19:41:05.910,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3749,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,9,ViewEvent,Viewed,DigitalResource,2022-09-16 19:42:33.665,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
3750,076bf224-16b8-48ca-b646-752a771b1dcc,6,T0XE52U01016,10,NavigationEvent,NavigatedTo,DigitalResource,2022-09-16 19:43:40.056,M,5,44,"-,00,01,44",-,-,-,-,-,-,-,-,-,-,-,-,00,00,0,0,0,1,1,1,1,1,1,1,1,1,44,44,44,44,999,27
